airport_code,aircraftmov_intl,aircraftmov_domestic,pax_intl,pax_domestic,freight_intl,freight_domestic,month,year
AMD,433,4103,46728,416627,3548,3662,9,2021
TEZ,0,26,0,586,0,0,9,2021
SLV,0,80,0,145,0,0,9,2021
HSS,0,0,0,0,0,0,9,2021
MAA,1598,6001,117302,675913,26780,6099,9,2021
VGA,41,733,2815,48035,0,222,9,2021
IXP,0,26,0,1207,0,0,9,2021
DBR,0,326,0,48321,0,0,9,2021
VOBG,0,48,0,205,0,0,9,2021
IXC,6,1898,577,193899,0,1114,9,2021
GOP,0,496,0,40119,0,0,9,2021
BLR,1351,11017,85516,1222046,24440,13295,9,2021
PAB,0,66,0,2140,0,0,9,2021
VDY,0,26,0,735,0,0,9,2021
DIB,0,464,0,45518,0,126,9,2021
IXD,0,550,0,33753,0,0,9,2021
UDR,0,623,0,71352,0,15,9,2021
PNY,0,6,0,19,0,0,9,2021
IXK,0,0,0,0,0,0,9,2021
IXY,0,146,0,8983,0,0,9,2021
DMU,0,352,0,17117,0,60,9,2021
VAMA,0,10,0,268,0,0,9,2021
IXG,0,533,0,23872,0,3,9,2021
IXJ,0,1026,0,103507,0,124,9,2021
GBI,0,180,0,7399,0,0,9,2021
IXI,0,60,0,1930,0,1,9,2021
KBK,0,0,0,0,0,0,9,2021
IXM,6,576,351,58225,5,104,9,2021
CCU,776,7559,26322,858937,5027,8404,9,2021
IXR,0,1253,0,133841,0,488,9,2021
SSE,0,0,0,0,0,0,9,2021
JRG,0,372,0,26428,0,3,9,2021
VNS,13,1241,1303,107730,0,363,9,2021
GAY,0,12,0,205,0,0,9,2021
BDQ,0,448,0,48022,0,91,9,2021
JAI,44,2202,5441,218688,17,1325,9,2021
PGH,0,64,0,1473,0,0,9,2021
COK,1626,1798,193834,170664,3911,1050,9,2021
RPR,0,1276,0,119127,0,538,9,2021
PAT,0,1754,0,199730,0,1073,9,2021
IXB,8,1238,249,154458,0,807,9,2021
TRZ,275,237,30404,11969,416,0,9,2021
CJB,40,911,4658,109663,70,690,9,2021
AGX,0,194,0,3260,0,13,9,2021
DIU,0,102,0,2203,0,0,9,2021
HYD,1063,8862,115100,911835,6304,5592,9,2021
LKO,389,2050,48629,204921,287,1169,9,2021
IDR,10,1631,1032,149505,10,793,9,2021
ISK,0,162,0,6976,0,0,9,2021
IXZ,0,534,0,49637,0,545,9,2021
NDC,0,32,0,2122,0,0,9,2021
KJB,0,104,0,2569,0,0,9,2021
DEL,4553,22219,461495,2758977,50332,28685,9,2021
LUH,0,8,0,40,0,0,9,2021
CDP,0,34,0,583,0,0,9,2021
KQH,0,270,0,13170,0,0,9,2021
JLR,0,565,0,28924,0,0,9,2021
BEK,0,120,0,11296,0,0,9,2021
SXV,0,6,0,51,0,0,9,2021
VTZ,1,1234,5,130719,1,306,9,2021
IXU,0,236,0,21486,0,81,9,2021
SHL,0,144,0,5761,0,0,9,2021
KTU,0,8,0,31,0,0,9,2021
VAJJ,0,1259,0,6483,0,24,9,2021
JLG,0,48,0,789,0,0,9,2021
JGB,0,116,0,4286,0,0,9,2021
RJA,0,534,0,22643,0,1,9,2021
CNN,404,441,50599,21166,0,0,9,2021
TIR,0,632,0,56308,0,8,9,2021
JDH,0,386,0,50487,0,0,9,2021
IMF,0,720,0,70938,0,651,9,2021
AGR,0,66,0,5735,0,0,9,2021
BOM,2812,12319,234963,1488254,46010,18589,9,2021
PBD,0,58,0,2043,0,0,9,2021
PYG,0,18,0,842,0,0,9,2021
IXX,0,10,0,366,0,0,9,2021
KUU,0,64,0,1296,0,0,9,2021
SAG,0,0,0,0,0,0,9,2021
JGA,0,88,0,5368,0,0,9,2021
BHU,0,180,0,5369,0,0,9,2021
BHO,0,755,0,59581,0,207,9,2021
CCJ,946,292,119207,21688,977,41,9,2021
BBI,4,1626,6,252131,0,1000,9,2021
STV,0,892,0,80725,0,405,9,2021
RUP,0,68,0,2542,0,0,9,2021
BKB,0,36,0,1226,0,0,9,2021
KLH,0,196,0,9317,0,0,9,2021
AJL,0,134,0,12031,0,32,9,2021
NNS,0,0,0,0,0,0,9,2021
GWL,0,428,0,17275,0,0,9,2021
TRV,726,467,85919,46325,1307,137,9,2021
NAG,17,1135,11,135275,32,608,9,2021
VIDD,0,6,0,10,0,0,9,2021
AIP,0,0,0,0,0,0,9,2021
RAJ,0,373,0,35930,0,29,9,2021
GAU,16,3398,339,348219,0,2016,9,2022
QAH,0,50,0,1986,0,0,9,2022
IXS,0,317,0,31105,0,59,9,2022
SXR,0,2402,0,315930,0,656,9,2022
BPM,0,93,0,112,0,0,9,2022
HBX,0,451,0,22913,0,4,9,2022
TEI,0,78,0,1415,0,0,9,2022
IXT,0,72,0,812,0,0,9,2022
RDP,0,252,0,35500,0,38,9,2022
IXE,329,881,40501,103245,248,191,9,2022
ATQ,335,1048,53538,120028,67,67,9,2022
JSA,0,12,0,316,0,0,9,2022
COH,0,0,0,0,0,0,9,2022
PNQ,76,4425,9360,573070,4,3853,9,2022
DED,0,1396,0,135765,0,135,9,2022
JRH,0,104,0,11412,0,9,9,2022
HJR,0,35,0,753,0,0,9,2022
IXL,0,816,0,115509,0,110,9,2022
BUP,0,2,0,1,0,0,9,2022
GOI,190,4198,26155,604310,177,313,9,2022
BHJ,0,84,0,3027,0,0,9,2022
DHM,0,260,0,11646,0,0,9,2022
MYQ,0,422,0,16539,0,0,9,2022
TCR,0,270,0,15374,0,0,9,2022
IXA,0,1002,0,110305,0,339,9,2022
KNU,0,156,0,15946,0,11,9,2022
AMD,768,5569,111639,667789,3909,4317,9,2022
TEZ,0,46,0,377,0,0,9,2022
SLV,0,104,0,359,0,0,9,2022
VIKA,0,0,0,0,0,0,9,2022
HSS,0,4,0,23,0,0,9,2022
MAA,2704,8169,402070,1085932,22130,7231,9,2022
VGA,25,1227,2144,77295,0,173,9,2022
IXP,0,0,0,0,0,0,9,2022
DBR,0,270,0,34105,0,3,9,2022
VOBG,0,653,0,417,0,0,9,2022
IXC,78,2471,12077,282417,0,487,9,2022
GOP,0,522,0,49520,0,0,9,2022
BLR,2071,15169,300544,2106335,22664,13349,9,2022
SDW,0,83,0,2959,0,0,9,2022
PAB,0,96,0,2938,0,0,9,2022
VDY,0,10,0,18,0,0,9,2022
GDB,0,14,0,26,0,0,9,2022
DIB,0,580,0,50914,0,118,9,2022
IXD,0,628,0,38350,0,12,9,2022
UDR,0,695,0,93417,0,43,9,2022
PNY,0,104,0,6344,0,0,9,2022
IXK,0,34,0,1082,0,0,9,2022
IXY,0,98,0,6491,0,0,9,2022
DMU,0,406,0,23488,0,106,9,2022
VAMA,0,0,0,0,0,0,9,2022
IXG,0,472,0,22566,0,5,9,2022
IXJ,0,1062,0,126568,0,145,9,2022
GBI,0,166,0,6169,0,0,9,2022
IXI,0,78,0,2292,0,1,9,2022
KBK,0,8,0,461,0,0,9,2022
IXM,125,775,13875,72079,109,212,9,2022
CCU,1471,9286,160726,1201149,3759,7699,9,2022
IXR,0,1354,0,169073,0,457,9,2022
SSE,0,0,0,0,0,0,9,2022
JRG,0,270,0,13889,0,4,9,2022
VNS,75,1329,7382,173365,86,409,9,2022
GAY,0,118,0,10422,0,0,9,2022
BDQ,0,666,0,88489,0,192,9,2022
JAI,236,2690,33378,299754,117,1400,9,2022
PGH,0,154,0,5843,0,0,9,2022
COK,2140,2718,344315,409977,4052,1125,9,2022
RPR,0,1630,0,175533,0,562,9,2022
PAT,0,2140,0,273197,0,1077,9,2022
IXB,34,1358,1584,188558,0,922,9,2022
TRZ,662,429,88375,30655,551,0,9,2022
CJB,108,1318,16474,205965,66,791,9,2022
AGX,0,216,0,4408,0,4,9,2022
DIU,0,110,0,2978,0,0,9,2022
HYD,1890,10606,264165,1361540,6006,5821,9,2022
LKO,518,2980,77898,308749,287,1056,9,2022
IDR,8,1904,1193,199875,0,844,9,2022
ISK,0,226,0,13024,0,0,9,2022
IXZ,0,878,0,101891,0,514,9,2022
NDC,0,12,0,39,0,0,9,2022
KJB,0,112,0,2258,0,0,9,2022
DEL,7427,26825,1236553,3834968,49355,30691,9,2022
IXW,0,147,0,241,0,0,9,2022
LUH,0,8,0,11,0,0,9,2022
CDP,0,207,0,6168,0,0,9,2022
KQH,0,40,0,1196,0,0,9,2022
JLR,0,575,0,29371,0,37,9,2022
BEK,0,108,0,9371,0,0,9,2022
SXV,0,6,0,17,0,0,9,2022
VTZ,46,1496,5387,167945,0,345,9,2022
IXU,0,306,0,30443,0,110,9,2022
SHL,0,252,0,7994,0,0,9,2022
KTU,0,4,0,13,0,0,9,2022
VAJJ,0,1595,0,10988,0,26,9,2022
JLG,0,10,0,41,0,0,9,2022
JGB,0,142,0,5171,0,0,9,2022
RJA,0,764,0,33949,0,1,9,2022
CNN,492,481,62657,34016,366,8,9,2022
TIR,0,774,0,63631,0,6,9,2022
JDH,0,590,0,64511,0,0,9,2022
IMF,0,944,0,93973,0,656,9,2022
RRK,0,0,0,0,0,0,9,2022
AGR,0,159,0,10363,0,0,9,2022
BOM,5260,18064,841087,2487161,45008,20397,9,2022
PBD,0,4,0,22,0,0,9,2022
PYG,0,52,0,1922,0,0,9,2022
IXX,0,32,0,1212,0,0,9,2022
KUU,0,84,0,1441,0,0,9,2022
SAG,0,450,0,56540,0,77,9,2022
JGA,0,144,0,9647,0,0,9,2022
BHU,0,173,0,4364,0,0,9,2022
BHO,0,1010,0,84331,0,267,9,2022
CCJ,1464,527,200435,49876,1004,45,9,2022
BBI,6,2298,8,261533,0,936,9,2022
STV,19,1094,2153,91808,0,497,9,2022
RUP,0,96,0,2723,0,0,9,2022
BKB,0,54,0,1790,0,0,9,2022
KLH,0,228,0,9779,0,0,9,2022
AJL,0,330,0,27525,0,40,9,2022
NNS,0,12,0,23,0,0,9,2022
GWL,0,194,0,10747,0,15,9,2022
TRV,1052,907,147357,132247,1394,27,9,2022
NAG,68,1364,5815,168370,36,800,9,2022
VIDD,0,19,0,17,0,0,9,2022
AIP,0,0,0,0,0,0,9,2022
RAJ,0,679,0,64929,0,79,9,2022
TIR,0,282,0,20439,0,0,10,2014
RPR,0,678,0,78189,0,356,10,2014
JDH,0,260,0,26196,0,1,10,2014
IMF,0,408,0,50014,0,0,10,2014
RAJ,0,262,0,28951,0,12,10,2014
BDQ,0,467,0,60476,0,135,10,2014
LKO,286,1497,45866,178425,106,404,10,2014
IXE,304,756,39329,74173,30,37,10,2014
DIB,0,354,0,28868,0,31,10,2014
IDR,0,1304,0,119106,0,527,10,2014
DED,0,445,0,35025,0,3,10,2014
UDR,0,445,0,40190,0,3,10,2014
IXL,0,234,0,25518,0,92,10,2014
BHO,2,386,0,33473,0,0,10,2014
IXJ,0,910,0,76203,0,158,10,2014
IXR,4,662,0,52174,0,321,10,2014
IXU,20,399,0,36256,0,114,10,2014
TRV,1231,806,160562,96867,2048,111,10,2014
DEL,7338,18277,1140641,2271156,34313,24019,10,2014
JAI,241,1739,25692,166594,63,175,10,2014
GAU,70,2224,5808,193892,1,926,10,2014
COK,2235,2266,294103,246613,6155,923,10,2014
PAT,0,970,0,104507,0,263,10,2014
IXB,84,908,6765,94731,1,248,10,2014
IXC,0,989,0,108934,0,23,10,2014
BLR,1832,10143,240221,1085058,13916,10408,10,2014
SXR,26,1132,3520,118425,0,524,10,2014
TRZ,644,188,86500,8127,390,0,10,2014
CJB,76,1446,10074,104852,74,668,10,2014
HYD,1543,6532,225135,626986,4276,3826,10,2014
ATQ,209,626,23648,57958,39,50,10,2014
BOM,6233,16450,912009,2124552,39504,17951,10,2014
PNQ,96,2824,11215,335229,0,2461,10,2014
IXZ,0,830,0,76559,0,241,10,2014
GOI,360,2436,42543,330822,110,290,10,2014
CCJ,1264,248,185819,22499,1979,12,10,2014
BBI,0,999,0,116337,0,511,10,2014
IXM,158,556,17416,43312,0,142,10,2014
CCU,1504,7298,182604,813636,3667,7023,10,2014
IXA,0,710,0,79305,0,366,10,2014
AMD,669,2624,108249,326272,1690,3619,10,2014
MAA,2858,7596,370743,781607,18093,6956,10,2014
VTZ,30,666,1734,64255,0,40,10,2014
NAG,40,1248,3575,111390,34,655,10,2014
VNS,126,728,10636,89088,0,62,10,2014
GAY,188,80,16263,3635,0,0,10,2014
GAU,62,2479,5993,226958,1,1434,10,2015
IXS,0,342,0,17139,0,54,10,2015
SXR,36,1348,5957,192544,0,525,10,2015
HBX,0,68,0,3013,0,0,10,2015
IXE,373,849,55428,97167,37,48,10,2015
ATQ,220,556,25627,77526,65,28,10,2015
PNQ,178,3324,17829,424958,1,2955,10,2015
DED,0,390,0,39490,0,3,10,2015
JRH,0,64,0,4285,0,1,10,2015
HJR,0,86,0,6334,0,0,10,2015
IXL,0,248,0,29541,0,74,10,2015
GOI,322,3001,31342,393937,179,323,10,2015
BHJ,0,152,0,12336,0,2,10,2015
DHM,0,136,0,7686,0,0,10,2015
MYQ,0,52,0,579,0,0,10,2015
TCR,0,122,0,8107,0,4,10,2015
IXA,0,646,0,82442,0,526,10,2015
KNU,0,6,0,33,0,0,10,2015
AMD,921,3064,122825,389008,2099,4036,10,2015
MAA,3039,7690,381223,849918,19557,7825,10,2015
VGA,0,492,0,30933,0,0,10,2015
IXC,0,1079,0,125936,0,360,10,2015
GOP,0,54,0,2376,0,0,10,2015
BLR,1968,11316,284827,1332640,14593,10787,10,2015
DIB,0,234,0,26935,0,19,10,2015
IXD,0,78,0,4687,0,0,10,2015
UDR,0,520,0,45545,0,5,10,2015
DMU,0,210,0,9646,0,10,10,2015
IXG,0,198,0,12348,0,0,10,2015
IXJ,0,884,0,87840,0,95,10,2015
IXI,0,38,0,672,0,0,10,2015
IXM,186,698,21230,47996,0,189,10,2015
CCU,1624,6799,187691,829909,3777,7234,10,2015
IXR,20,456,2817,57635,0,401,10,2015
SSE,0,0,0,0,0,0,10,2015
VNS,130,1041,10483,110120,0,184,10,2015
GAY,239,95,16128,4136,0,0,10,2015
BDQ,0,627,0,70483,0,164,10,2015
JAI,260,1837,28966,209285,62,442,10,2015
PGH,0,30,0,894,0,0,10,2015
COK,2588,2137,356939,237367,6418,1068,10,2015
RPR,0,868,0,99791,0,436,10,2015
PAT,0,1238,0,127561,0,446,10,2015
IXB,64,609,5363,77754,0,337,10,2015
TRZ,668,240,87144,12115,619,0,10,2015
CJB,84,1406,10314,125906,112,635,10,2015
AGX,0,178,0,2597,0,0,10,2015
DIU,0,70,0,2170,0,0,10,2015
HYD,1764,7277,265339,787150,4624,4682,10,2015
LKO,1014,1847,44633,224630,207,211,10,2015
IDR,12,1256,1587,138442,0,638,10,2015
IXZ,0,882,0,76990,0,379,10,2015
DEL,7651,21666,1165079,2798462,39749,28360,10,2015
JLR,0,324,0,20001,0,0,10,2015
VTZ,146,1270,11037,145082,3,221,10,2015
IXU,18,335,26,24804,0,167,10,2015
SHL,0,56,0,1598,0,0,10,2015
VAJJ,0,1890,0,14758,0,33,10,2015
RJA,0,548,0,22231,0,1,10,2015
TIR,0,552,0,31116,0,0,10,2015
JDH,0,248,0,26126,0,1,10,2015
IMF,0,532,0,63722,0,443,10,2015
AGR,8,30,286,961,0,0,10,2015
BOM,6443,18696,882638,2419774,41071,19265,10,2015
PBD,0,62,0,1257,0,0,10,2015
KUU,0,64,0,2103,0,0,10,2015
JGA,0,64,0,6205,0,18,10,2015
BHU,0,62,0,2856,0,0,10,2015
BHO,10,666,1312,53595,0,113,10,2015
CCJ,1163,238,151205,26721,1111,31,10,2015
BBI,0,1178,1576,154001,0,568,10,2015
STV,0,128,0,4998,0,0,10,2015
AJL,0,246,0,14612,0,25,10,2015
GWL,0,30,0,723,0,0,10,2015
TRV,1441,821,188978,94777,3421,85,10,2015
NAG,48,1050,5427,120098,22,563,10,2015
RAJ,0,374,0,31840,0,16,10,2015
GAU,44,3251,1912,330620,0,1699,10,2016
IXS,0,340,0,19851,0,26,10,2016
SXR,10,1122,1691,143251,0,378,10,2016
HBX,0,40,0,1310,0,0,10,2016
RDP,0,0,0,0,0,0,10,2016
IXE,450,846,54526,79795,39,45,10,2016
ATQ,349,629,45606,91706,95,57,10,2016
PNQ,184,3764,19756,519945,0,3651,10,2016
DED,0,870,0,79480,0,21,10,2016
JRH,0,72,0,4056,0,2,10,2016
HJR,0,94,0,6793,0,0,10,2016
IXL,0,382,0,41232,0,78,10,2016
GOI,418,3636,46555,482432,127,237,10,2016
BHJ,0,156,0,14782,0,3,10,2016
DHM,0,126,0,7742,0,0,10,2016
MYQ,0,27,0,15,0,0,10,2016
TCR,0,120,0,8115,0,8,10,2016
IXA,0,762,0,102226,0,500,10,2016
KNU,0,14,0,37,0,0,10,2016
AMD,1097,3240,142683,440552,2923,4411,10,2016
TEZ,0,30,0,774,0,0,10,2016
MAA,3127,9709,414642,1084052,22451,9038,10,2016
VGA,0,982,0,56599,0,0,10,2016
IXC,90,1342,7626,152170,0,380,10,2016
GOP,0,159,0,9752,0,0,10,2016
BLR,2075,13713,297714,1701964,16937,11783,10,2016
DIB,0,232,0,25127,0,57,10,2016
IXD,0,90,0,4557,0,0,10,2016
UDR,0,817,0,91807,0,1,10,2016
PNY,0,0,0,0,0,0,10,2016
DMU,0,221,0,12241,0,80,10,2016
VAMA,0,0,0,0,0,0,10,2016
IXG,0,140,0,8286,0,0,10,2016
IXJ,0,946,0,105430,0,211,10,2016
IXI,0,40,0,1075,0,0,10,2016
IXM,196,782,22110,55781,1,136,10,2016
CCU,1508,9248,187040,1214107,4439,8447,10,2016
IXR,0,778,0,91904,0,490,10,2016
VNS,118,1225,8052,156610,0,113,10,2016
GAY,181,93,15393,6437,0,0,10,2016
BDQ,0,750,0,88594,0,254,10,2016
JAI,358,2445,39402,277592,222,1311,10,2016
PGH,0,48,0,1207,0,0,10,2016
COK,2532,2884,391716,334232,6119,1268,10,2016
RPR,0,926,0,111655,0,519,10,2016
PAT,0,1392,0,181218,0,706,10,2016
IXB,34,972,2444,125040,0,471,10,2016
TRZ,798,186,92142,14126,622,1,10,2016
CJB,87,1660,11710,156709,106,1777,10,2016
AGX,0,152,0,2692,0,0,10,2016
DIU,0,36,0,1527,0,0,10,2016
HYD,1947,9366,268188,993542,6467,5174,10,2016
LKO,363,2173,51696,278566,222,221,10,2016
IDR,0,1112,0,129438,0,468,10,2016
IXZ,0,1124,0,112997,0,423,10,2016
NDC,0,0,0,0,0,0,10,2016
DEL,8472,25745,1244873,3478193,47587,30035,10,2016
CDP,0,18,0,214,0,0,10,2016
JLR,0,262,0,13772,0,3,10,2016
VTZ,118,1542,7653,197219,0,424,10,2016
IXU,18,310,0,24689,0,113,10,2016
SHL,0,50,0,1392,0,0,10,2016
VAJJ,0,2023,0,14984,0,30,10,2016
RJA,0,726,0,24804,0,0,10,2016
TIR,0,570,0,37642,0,0,10,2016
JDH,0,248,0,22669,0,1,10,2016
IMF,0,592,0,73477,0,290,10,2016
AGR,0,36,0,1293,0,0,10,2016
BOM,6818,19221,954001,2636181,47764,20336,10,2016
PBD,0,28,0,195,0,0,10,2016
KUU,0,94,0,2559,0,0,10,2016
JGA,0,62,0,6511,0,9,10,2016
BHU,0,168,0,2382,0,0,10,2016
BHO,0,614,0,55744,0,71,10,2016
CCJ,1370,292,168198,35409,1201,47,10,2016
BBI,0,1526,2191,211539,0,811,10,2016
STV,0,492,0,14862,0,0,10,2016
AJL,0,344,0,21475,0,88,10,2016
GWL,0,38,0,1418,0,0,10,2016
TRV,1362,1036,171395,127392,2251,103,10,2016
NAG,114,1284,8614,145910,0,811,10,2016
RAJ,0,420,0,34352,0,20,10,2016
GAU,37,3369,1761,392835,0,1884,10,2017
IXS,0,374,0,30480,0,29,10,2017
SXR,0,1376,0,191957,0,632,10,2017
HBX,0,151,0,3619,0,0,10,2017
RDP,0,2,0,10,0,0,10,2017
IXE,456,1280,60503,130416,204,42,10,2017
ATQ,366,1236,52691,159311,109,47,10,2017
JSA,0,44,0,664,0,0,10,2017
PNQ,200,4716,24142,668284,6,4158,10,2017
DED,0,1102,0,95255,0,14,10,2017
JRH,0,68,0,5607,0,3,10,2017
HJR,0,89,0,6383,0,0,10,2017
IXL,0,502,0,48352,0,74,10,2017
BUP,0,26,0,1473,0,0,10,2017
GOI,344,3774,46164,567796,127,268,10,2017
BHJ,0,158,0,15141,0,3,10,2017
DHM,0,236,0,12508,0,0,10,2017
TCR,0,120,0,8037,0,1,10,2017
IXA,0,878,0,116220,0,375,10,2017
KNU,0,0,0,0,0,0,10,2017
AMD,1091,4448,157966,653043,3275,4105,10,2017
TEZ,0,26,0,833,0,0,10,2017
SLV,0,52,0,365,0,0,10,2017
MAA,3249,9867,434605,1171079,26134,8999,10,2017
VGA,0,1076,0,62047,0,0,10,2017
IXC,80,1314,11808,151800,0,495,10,2017
GOP,0,128,0,8499,0,0,10,2017
BLR,2185,14779,304524,1961737,17836,11057,10,2017
DIB,0,240,0,28541,0,65,10,2017
IXD,0,68,0,4045,0,0,10,2017
UDR,0,785,0,88893,0,1,10,2017
DMU,0,116,0,15491,0,67,10,2017
VAMA,0,0,0,0,0,0,10,2017
IXG,0,250,0,14374,0,0,10,2017
IXJ,0,1302,0,121963,0,118,10,2017
IXI,0,38,0,1244,0,0,10,2017
IXM,254,918,26319,87816,1,270,10,2017
CCU,1883,11061,217167,1524034,5120,8242,10,2017
IXR,0,1348,0,155345,0,376,10,2017
VNS,134,1264,13783,166791,0,112,10,2017
GAY,162,86,14417,5133,0,0,10,2017
BDQ,0,628,0,85982,0,183,10,2017
JAI,365,3470,44227,376719,270,1073,10,2017
PGH,0,30,0,1273,0,0,10,2017
COK,2514,3204,407047,403417,4931,907,10,2017
RPR,0,1098,0,134243,0,345,10,2017
PAT,0,2150,0,298521,0,585,10,2017
IXB,38,1286,2104,183756,0,417,10,2017
TRZ,907,246,110731,12007,500,1,10,2017
CJB,114,1730,15474,174500,107,769,10,2017
AGX,0,132,0,3288,0,1,10,2017
DIU,0,36,0,1948,0,0,10,2017
HYD,1986,10740,278871,1220747,6405,4845,10,2017
LKO,400,2616,57928,323722,189,252,10,2017
IDR,0,1599,0,182196,0,1033,10,2017
IXZ,0,1190,0,131470,0,490,10,2017
NDC,0,56,0,2095,0,0,10,2017
DEL,9053,29203,1436803,4155542,55955,27514,10,2017
LUH,0,42,0,1886,0,0,10,2017
CDP,0,60,0,2388,0,0,10,2017
JLR,0,272,0,17840,0,4,10,2017
VTZ,156,1438,11650,190724,0,278,10,2017
IXU,9,331,1317,26436,0,237,10,2017
SHL,0,34,0,937,0,0,10,2017
VAJJ,0,2029,0,13888,0,32,10,2017
RJA,0,586,0,17132,0,0,10,2017
TIR,0,532,0,44227,0,0,10,2017
JDH,0,416,0,37592,0,0,10,2017
IMF,0,590,0,83536,0,474,10,2017
AGR,0,36,0,1339,0,0,10,2017
BOM,7305,20081,1126027,2901098,52599,21242,10,2017
PBD,0,128,0,4678,0,1,10,2017
KUU,0,103,0,2884,0,0,10,2017
JGA,0,64,0,5857,0,0,10,2017
BHU,0,190,0,3089,0,0,10,2017
BHO,0,590,0,61840,0,118,10,2017
CCJ,1739,346,206166,41966,1505,26,10,2017
BBI,42,1980,7227,268618,0,649,10,2017
STV,0,974,0,61968,0,54,10,2017
BKB,0,114,0,3609,0,0,10,2017
KLH,0,0,0,0,0,0,10,2017
AJL,0,254,0,22996,0,53,10,2017
GWL,0,58,0,2625,0,0,10,2017
TRV,1583,1260,189481,156814,2170,101,10,2017
NAG,116,1243,7612,163162,80,598,10,2017
RAJ,0,402,0,28931,0,25,10,2017
GAU,79,4363,3643,503705,0,2378,10,2018
IXS,0,334,0,36132,0,95,10,2018
SXR,0,1526,0,215200,0,631,10,2018
HBX,0,700,0,47137,0,0,10,2018
RDP,0,34,0,3669,0,0,10,2018
IXE,394,1284,58788,127264,190,27,10,2018
ATQ,455,1009,65636,143240,79,69,10,2018
JSA,0,108,0,7672,0,0,10,2018
PNQ,162,5038,19215,747483,9,4433,10,2018
DED,0,1013,0,107041,0,23,10,2018
JRH,0,168,0,15435,0,3,10,2018
HJR,0,80,0,5914,0,0,10,2018
IXL,0,542,0,64636,0,132,10,2018
BUP,0,90,0,3479,0,0,10,2018
GOI,289,4453,38175,637506,144,203,10,2018
BHJ,0,150,0,16442,0,4,10,2018
DHM,0,232,0,12076,0,0,10,2018
MYQ,0,96,0,4518,0,0,10,2018
TCR,0,334,0,19502,0,4,10,2018
IXA,0,828,0,113996,0,519,10,2018
KNU,0,108,0,10888,0,0,10,2018
AMD,1173,5572,154959,742680,5077,5519,10,2018
TEZ,0,26,0,193,0,0,10,2018
SLV,0,48,0,533,0,0,10,2018
MAA,3293,12491,471179,1408338,28105,8444,10,2018
VGA,0,1600,0,99338,0,100,10,2018
IXP,0,26,0,1195,0,0,10,2018
IXC,81,1762,13285,200293,0,580,10,2018
GOP,0,186,0,22949,0,0,10,2018
BLR,2408,18610,359126,2457167,20086,13839,10,2018
VDY,0,124,0,6885,0,0,10,2018
DIB,0,356,0,30881,0,82,10,2018
IXD,0,164,0,7992,0,0,10,2018
UDR,0,905,0,107184,0,0,10,2018
PNY,0,106,0,7066,0,0,10,2018
IXY,0,60,0,4134,0,0,10,2018
DMU,0,210,0,15012,0,45,10,2018
VAMA,0,32,0,182,0,0,10,2018
IXG,0,62,0,4836,0,0,10,2018
IXJ,0,1125,0,111665,0,168,10,2018
IXI,0,32,0,745,0,0,10,2018
IXM,248,1200,25116,94862,148,468,10,2018
CCU,1946,12012,236002,1660866,5497,6643,10,2018
IXR,0,1319,0,186702,0,496,10,2018
SSE,0,0,0,0,0,0,10,2018
VNS,164,1828,15401,215190,0,416,10,2018
GAY,129,86,11012,6506,0,0,10,2018
BDQ,0,768,0,91676,0,202,10,2018
JAI,342,3600,46189,419130,212,1501,10,2018
PGH,0,32,0,1116,0,0,10,2018
COK,2421,3679,395629,414167,5294,1180,10,2018
RPR,0,1416,0,164264,0,505,10,2018
PAT,0,2682,0,375076,0,1099,10,2018
IXB,36,1844,2025,254818,0,540,10,2018
TRZ,772,587,85699,28895,638,1,10,2018
CJB,149,2014,17758,221591,176,1085,10,2018
AGX,0,136,0,3209,0,5,10,2018
DIU,0,84,0,1868,0,0,10,2018
HYD,2209,13669,325507,1492375,7061,5648,10,2018
LKO,427,3307,65334,411536,221,272,10,2018
IDR,0,2603,0,269223,0,1220,10,2018
ISK,0,30,0,3568,0,16,10,2018
IXZ,0,1290,0,150336,0,595,10,2018
NDC,0,144,0,8706,0,0,10,2018
DEL,9605,30436,1525496,4303012,59646,40445,10,2018
LUH,0,36,0,1533,0,0,10,2018
CDP,0,186,0,10431,0,0,10,2018
KQH,0,0,0,0,0,0,10,2018
JLR,0,271,0,16651,0,0,10,2018
SXV,0,64,0,3515,0,0,10,2018
VTZ,147,1888,11667,234385,0,365,10,2018
IXU,0,308,0,28934,0,201,10,2018
SHL,0,46,0,1284,0,0,10,2018
KTU,0,6,0,22,0,0,10,2018
VAJJ,0,1692,0,12312,0,27,10,2018
JLG,0,0,0,0,0,0,10,2018
JGB,0,29,0,6,0,0,10,2018
RJA,0,1061,0,43096,0,7,10,2018
TIR,0,868,0,62591,0,0,10,2018
JDH,0,414,0,44241,0,1,10,2018
IMF,0,774,0,107444,0,569,10,2018
AGR,0,68,0,2377,0,0,10,2018
BOM,7340,20297,1142684,2819341,56713,25297,10,2018
PBD,0,126,0,4501,0,0,10,2018
PYG,0,44,0,2771,0,0,10,2018
KUU,0,110,0,2429,0,0,10,2018
JGA,0,62,0,6878,0,0,10,2018
BHU,0,204,0,3354,0,0,10,2018
SAG,0,216,0,15753,0,0,10,2018
BHO,0,594,0,57091,0,192,10,2018
CCJ,1597,762,220298,46918,1409,62,10,2018
BBI,36,2510,6530,352671,5,890,10,2018
STV,0,1341,0,107132,0,177,10,2018
